CountyName	PrecinctName	Amend #2 Yes	Amend #2 No	Amend #3 Yes	Amend #3 No	Amend #6 Yes	Amend #6 No	Amend #7 Yes	Amend #7 No	Prop B Yes	Prop B No
DOUGLAS	015 LINC	60	122	57	124	106	70	148	27	130	51
DOUGLAS	016 MCKIN	20	49	19	49	32	32	53	13	46	20
DOUGLAS	017 MURT	78	85	47	115	72	79	132	21	118	42
DOUGLAS	018 MILL	90	180	91	179	146	108	224	31	177	93
DOUGLAS	019 RICH	55	47	48	52	51	40	77	16	73	26
DOUGLAS	020 SPENCER	22	70	21	71	36	48	62	24	62	28
DOUGLAS	021 SPRING CREEK	120	176	106	192	136	140	218	61	224	68
DOUGLAS	022 WALLS	95	145	67	173	106	124	173	58	173	67
DOUGLAS	023 WASH	113	157	96	168	135	117	218	39	196	66
DOUGLAS	024 WOOD	63	87	58	94	71	73	118	29	110	39
DOUGLAS	026 ABSENTEE	249	257	216	287	269	202	424	53	365	137
DUNKLIN	001 GLENNONVILLE	34	96	45	87	77	46	105	20	82	48
DUNKLIN	002 SUNNYVALE	63	128	77	115	116	67	165	20	134	58
DUNKLIN	003 CAMPBELL WARD 1	122	141	88	174	152	105	206	49	211	47
DUNKLIN	004 CAMPBELL WARD 2RURAL	225	368	216	378	317	245	493	83	439	153
DUNKLIN	005 MALDEN WARD 1  2	169	205	140	234	193	168	291	73	302	71
DUNKLIN	006 MALDEN WARD 3  RURAL	377	482	367	489	533	277	761	73	649	202
DUNKLIN	007 MALDEN WARD 4	177	160	142	186	212	110	294	31	255	78
DUNKLIN	008 CLARKTON	178	246	144	279	222	188	347	68	340	80
DUNKLIN	009 HOLCOMB 	193	174	133	233	226	121	303	45	313	53
DUNKLIN	010 INDEPENDENCE RURAL	199	268	208	251	249	196	398	48	368	94
DUNKLIN	011 KENNETT WARD 1	303	355	327	333	371	250	545	86	507	149
DUNKLIN	012 KENNETT WARD 2	231	190	225	192	238	159	355	50	336	78
DUNKLIN	013 KENNETT WARD 3	170	240	189	214	218	155	332	50	336	75
DUNKLIN	014 KENNETT WARD 4	340	359	365	330	404	247	570	88	565	120
DUNKLIN	014 KENNETT WARD 5	281	326	296	305	341	238	500	84	490	110
DUNKLIN	016 CARUTH	16	24	14	26	14	23	33	6	29	10
DUNKLIN	017 RIVES CITY RURAL	41	54	36	57	58	34	79	13	82	9
DUNKLIN	018 HORNERSVILLE	127	130	119	129	165	76	235	14	207	44
DUNKLIN	019 SENATH	194	192	195	194	247	121	326	48	313	77
DUNKLIN	020 ARBYRD	70	70	51	86	72	60	111	24	112	30
DUNKLIN	021 CARDWELL	132	91	116	108	139	75	196	25	194	33
DUNKLIN	022 ABSENTEE	188	143	186	143	200	115	287	34	262	72
FRANKLIN	001 B-LYON	324	413	265	474	439	265	616	96	550	179
FRANKLIN	002 B-UN	117	146	122	141	137	118	216	39	202	60
FRANKLIN	003 BER-OT	160	219	174	205	243	119	316	48	295	81
FRANKLIN	004 Catawissa	470	414	346	536	506	335	724	125	719	145
FRANKLIN	005 Clover Bottom	303	596	381	520	556	294	713	139	687	200
FRANKLIN	006 Detmold/Jaegers	225	252	192	290	295	159	397	58	358	115
FRANKLIN	007 Dry Branch	248	306	175	376	303	231	448	90	416	133
FRANKLIN	008 Duemler	294	305	199	400	336	247	495	87	460	133
FRANKLIN	009 Elmont/Japan	243	376	210	415	348	251	507	97	458	162
FRANKLIN	010 Excelsior/Yeates	166	352	214	300	287	194	406	86	339	168
FRANKLIN	011 Gerald O.T.	191	188	124	258	232	133	308	52	285	91
FRANKLIN	012 Gerald Ward 1	115	115	96	134	134	82	180	38	182	46
FRANKLIN	013 Gerald Ward 2	86	81	49	119	88	67	120	36	131	32
FRANKLIN	014 Gildehaus	185	386	224	348	323	225	470	80	431	135
FRANKLIN	015 Gray Summit	507	472	379	603	607	331	804	140	783	188
FRANKLIN	016 Jeffriesburg	238	397	248	386	358	249	505	108	487	144
FRANKLIN	017 Krakow	356	645	403	597	592	362	812	146	776	219
FRANKLIN	018 Labadie	353	359	377	336	443	241	602	91	541	164
FRANKLIN	019 Leslie/OT Village	160	159	106	211	171	130	274	33	264	50
FRANKLIN	020 Luebbering	439	431	277	592	489	342	702	136	715	148
FRANKLIN	021 Lyon	183	320	213	288	298	182	399	79	365	134
FRANKLIN	022 New Haven Ward 1	148	202	158	186	217	116	290	46	257	86
FRANKLIN	023 New Haven Ward 2	143	201	156	188	199	125	277	48	264	76
FRANKLIN	024 Oak Grove Village	46	36	29	54	43	38	60	21	66	16
FRANKLIN	025 Pacific O.T.	333	305	289	347	395	209	544	74	487	147
FRANKLIN	026 Pacific Ward 1	345	276	226	391	395	203	530	75	503	109
FRANKLIN	027 Pacific Ward 2	398	296	301	395	457	214	580	90	579	115
FRANKLIN	028 Pacific Ward 3	399	272	279	395	417	215	564	85	560	103
FRANKLIN	029 Parkway Village	50	75	40	85	68	48	105	10	107	16
FRANKLIN	030 Prairie Dell	510	675	451	733	691	454	987	168	914	260
FRANKLIN	031 Robertsville	517	484	378	630	602	362	836	140	822	176
FRANKLIN	032 South Point	217	405	318	306	383	203	512	80	429	182
FRANKLIN	033 Spring Bluff	134	197	106	221	192	124	255	64	257	68
FRANKLIN	034 St. Clair O.T.	602	770	486	886	785	525	1107	202	1064	292
FRANKLIN	035 St. Clair Ward 1	208	326	207	325	334	166	418	88	425	101
FRANKLIN	036 St. Clair Ward 2	267	341	226	378	363	222	497	94	501	102
FRANKLIN	037 St. Alban's	354	379	372	354	461	233	639	70	491	232
FRANKLIN	038 Stanton	296	299	211	382	343	220	497	74	461	127
FRANKLIN	039 SullivanOT/MiraMiguoa	228	276	210	296	291	187	423	64	396	108
FRANKLIN	040 Sullivan Ward 1	206	256	193	274	273	166	377	62	367	94
FRANKLIN	041 Sullivan Ward 2	311	385	315	377	420	244	586	89	554	136
FRANKLIN	042 Sullivan Ward 3	81	90	71	100	101	58	134	29	128	43
FRANKLIN	043 Union OT	311	458	292	478	445	280	631	104	586	172
FRANKLIN	044 Union Ward 1	238	280	191	335	309	183	416	87	415	103
FRANKLIN	045 Union Ward 2	338	401	316	420	474	218	608	88	581	144
FRANKLIN	046 Union Ward 3	347	475	335	487	484	291	663	119	639	175
FRANKLIN	047 Union Ward 4	357	443	331	469	483	282	660	108	628	160
FRANKLIN	048 Villa Ridge	769	867	608	1023	988	561	1321	251	1264	348
FRANKLIN	049 Washington Ward 1	492	709	545	647	803	343	1007	150	918	261
FRANKLIN	050 Washington Ward 2	637	1046	832	842	1061	540	1428	202	1223	435
FRANKLIN	051 Washington Ward 3	522	1020	730	818	1000	463	1283	191	1164	357
FRANKLIN	052 Washington Ward 4	426	684	493	619	727	335	928	142	838	264
FRANKLIN	053 Ziegenmeyer	260	571	397	430	521	270	687	107	578	244
FRANKLIN	054 ABSENTEE	720	774	817	683	1041	413	1307	156	1110	392
GASCONADE	0001 Bland WD 1  2	229	382	183	447	352	260	527	88	474	155
GASCONADE	0003 Boulware	115	154	76	194	149	116	217	48	174	94
GASCONADE	0004 Drake	76	131	58	152	119	84	169	30	150	51
GASCONADE	0005 Gasconade WD 1  2	88	76	60	107	92	67	131	27	119	43
GASCONADE	0007 Herman WD 1	155	225	186	194	220	134	308	54	283	88	
GASCONADE	0008 Hermann WD 2	190	266	241	218	266	162	363	75	358	93	
GASCONADE	0009 Little Berger	208	345	241	316	305	223	453	75	371	171	
GASCONADE	0010 Morrison WD 1  2	71	79	46	102	84	56	114	28	99	50	
GASCONADE	0012 Owensville WD 1 	214	251	193	284	275	181	391	62	377	88	
GASCONADE	0013 Owensville WD 2	141	216	135	233	213	133	268	76	282	76	
GASCONADE	0014 Redbird	72	114	55	137	101	86	167	21	145	43	
GASCONADE	0015 Rosebud WD 1 & 2 	48	98	46	102	94	49	118	23	118	28	
GASCONADE	0016 Rural Canaan	335	481	279	549	444	332	631	152	606	200	
GASCONADE	0017 Swiss	64	160	70	157	120	91	178	37	156	64	
GASCONADE	0018 Tayloe	159	209	113	255	191	155	293	57	246	114	
GASCONADE	0019 Third Creek	136	147	102	186	159	112	241	37	217	67	
GASCONADE	0999 Absentee	137	118	149	108	166	73	217	30	202	54	 
GENTRY	001 Athens NS	432	539	354	609	488	425	668	242	593	363	
GENTRY	002 Bogle Gentry	49	43	28	64	41	48	66	24	64	27	
GENTRY	003 Cooper EW	218	395	257	355	296	290	424	165	378	236	
GENTRY	004 Cooper Darlington	23	55	20	58	26	50	56	21	41	37
GENTRY	005 Howard Lonestar	29	29	14	41	25	30	35	19	35	21
GENTRY	006 Huggins Carmack	16	43	22	36	32	26	34	24	37	22
GENTRY	006 Jackson EW	223	286	204	300	280	214	369	124	324	178
GENTRY	007 Miller Berlin	34	67	25	76	41	57	70	28	53	47
GENTRY	008 Miller McFall	37	73	33	76	61	45	83	23	80	27
GENTRY	009 Wilson Alanthus	18	58	39	37	40	35	49	24	45	31
GENTRY	010 Absentee	115	84	114	82	115	70	158	33	146	54
GREENE	0001 1 ABC 11	809	432	700	556	784	406	1091	127	984	260
GREENE	0004 2 AB 21	484	206	433	265	446	212	604	70	555	143
GREENE	0006 3 A	418	218	409	227	406	201	566	52	517	112
GREENE	0007 3 B	598	317	571	353	617	230	751	104	737	181
GREENE	0008 4 AB 41	548	289	449	405	547	268	752	77	702	146
GREENE	0010 5 AB	441	318	327	444	480	251	674	82	616	144
GREENE	0012 6 AB 61	634	462	523	587	698	357	977	101	908	188
GREENE	0014 7 A/C 71	614	507	427	705	644	458	981	125	927	202
GREENE	0015 7 B	340	261	221	389	337	254	522	70	515	91
GREENE	0017 9AB 91	810	443	746	536	844	353	1067	139	1033	232
GREENE	0019 11/31C 111	1034	1040	1094	972	1255	723	1802	200	1476	567
GREENE	0021 12 AB 121	610	352	512	446	601	310	825	86	756	184
GREENE	0023 16 A	633	533	454	727	683	451	1014	144	954	220
GREENE	0025 16 C	415	373	321	480	477	294	671	103	654	138
GREENE	0026 20 A	375	373	360	402	472	251	625	104	602	158
GREENE	0028 22 A	511	474	424	562	625	321	838	121	787	193
GREENE	0030 22 C	331	322	305	339	424	192	556	61	511	123
GREENE	0031 26 A	363	372	321	428	436	271	644	81	610	133
GREENE	0033 26 C	348	708	468	590	703	310	925	92	689	349
GREENE	0035 27 B	603	588	484	717	716	466	1040	146	968	228
GREENE	0037 29 A	441	600	442	589	641	340	891	91	761	254
GREENE	0039 29 B	431	654	476	610	717	335	959	93	746	318
GREENE	0042 30 A	554	685	588	643	757	425	1047	142	940	288
GREENE	0043 30 B	0	0	0	0	0	0	0	0	0	0
GREENE	0044 31 AB	639	603	623	630	797	416	1123	100	963	288
GREENE	0047 32 AC 321	747	666	844	571	867	464	1222	128	1020	372
GREENE	0049 32 B	626	623	735	509	768	415	1087	112	900	328
GREENE	0052 33 AB 331	631	421	547	523	682	341	916	122	864	192
GREENE	0054 34 AC 341	1133	1048	1221	982	1453	648	1965	168	1764	419
GREENE	0056 34 B	409	393	392	422	527	252	713	71	626	177
GREENE	0058 35 A	403	409	413	404	519	266	736	61	636	177
GREENE	0059 35 B/2nd Camp B	756	991	912	853	1101	592	1544	162	1299	451
GREENE	0061 36 A/N CAMP B	360	474	337	497	489	319	704	111	616	216
GREENE	0062 37 A/B 371	692	650	644	717	825	470	1199	110	1067	281
GREENE	0064 37 C	314	299	326	292	388	205	531	62	475	133
GREENE	0065 38 AB	631	610	674	583	767	431	1098	124	933	312
GREENE	0067 39 A	926	903	1098	725	1123	595	1596	149	1312	481
GREENE	0069 39 B	823	785	931	683	985	540	1413	133	1150	424
GREENE	0071 39 C	753	918	1008	664	987	585	1474	143	1110	535
GREENE	0073 40 A	361	349	387	319	444	228	610	67	555	149
GREENE	0074 40 B	342	399	423	317	473	224	665	53	545	186
GREENE	0075 41 AB 411	660	652	740	571	809	423	1130	118	1021	264
GREENE	0077 42 A	720	689	798	601	887	460	1219	133	1056	322
GREENE	0079 42 B	416	525	589	345	582	292	810	84	690	226
GREENE	0081 42 C	364	384	403	346	468	244	646	74	591	148
GREENE	0082 44 A	374	338	395	330	449	237	620	80	543	172
GREENE	0083 44 BC 442	533	443	512	477	639	298	871	83	795	183
GREENE	0085 45 A	403	319	389	345	460	246	627	90	567	161
GREENE	0086 45 B	355	287	360	290	395	231	564	64	484	156
GREENE	0087 Battlefield A	809	1043	1008	858	1162	642	1631	188	1294	560
GREENE	0089 Battlefield B	703	784	888	616	903	538	1346	127	1061	427
GREENE	0091 1st/2nd Boone	381	478	396	485	513	319	734	114	672	196
GREENE	0093 Brookline	309	427	318	433	425	295	611	111	539	203
GREENE	0094 1st Campbell	680	759	883	573	835	562	1255	158	952	489
GREENE	0096 2nd Campbell A	975	1232	1198	1022	1395	742	1960	193	1643	552
GREENE	0100 2nd Campbell C	525	573	628	471	695	371	980	95	792	304
GREENE	0102 2nd Campbell CN	682	775	770	711	925	497	1297	136	1092	374
GREENE	0103 1st N. Campbell	342	346	393	308	414	263	615	70	491	209
GREENE	0104 2nd N. Campbell	499	837	746	600	830	458	1171	138	946	384
GREENE	0106 3rd N. Campbell A	352	622	520	465	591	356	865	95	682	300
GREENE	0108 Cass	201	317	225	299	289	204	448	60	382	137
GREENE	0109 1st Center	560	802	667	710	838	493	1207	136	1024	340
GREENE	0111 3rd Center	312	416	301	439	431	288	632	89	554	184
GREENE	0112 Cherokee	1027	1125	1247	901	1306	727	1876	196	1500	617
GREENE	0115 East Clay A	291	308	321	272	357	204	506	65	378	210
GREENE	0116 Clay B	441	523	557	406	561	356	825	114	593	358
GREENE	0117 Clay C	907	1089	1306	696	1221	690	1757	191	1280	703
GREENE	0119 1st Franklin	279	386	277	396	364	278	572	71	476	188
GREENE	0120 2nd Franklin	559	920	761	738	860	561	1262	170	981	500
GREENE	0122 1st Jackson	520	587	472	664	669	419	975	131	856	274
GREENE	0123 2nd Jackson	723	829	700	860	922	572	1360	161	1130	415
GREENE	0125 Murray	921	1365	1120	1189	1367	840	1991	249	1619	669
GREENE	0128 Pond Creek	288	387	307	387	405	271	609	73	468	219
GREENE	0129 East Republic	661	868	775	757	943	539	1358	137	1135	390
GREENE	0131 North Republic	680	929	795	831	989	582	1421	164	1176	440
GREENE	0133 West Republic	469	573	455	609	629	397	924	105	806	248
GREENE	0134 1st Robberson	317	405	298	436	405	308	628	89	540	188
GREENE	0136 2nd Robberson	444	692	502	644	624	493	979	146	792	354
GREENE	0138 Taylor	491	635	567	566	609	453	966	121	736	381
GREENE	0140 Walnut Grove	214	342	220	335	308	222	476	58	416	135
GREENE	0141 Washington	462	714	592	599	679	457	1042	131	858	322
GREENE	0143 Wilson A	666	709	700	675	861	444	1224	114	1003	356
GREENE	0147 Wilson C/CW	1603	2013	2202	1408	2263	1156	3168	320	2451	1108
GREENE	0999 Absentee	2568	2310	2932	1965	3150	1549	4419	367	3593	1257
GREENE	0999 Federal	3	1	2	2	2	2	2	2	3	1
	0999 Provisionals	14	9	11	11	13	8	20	1	19	3
	99999 DRE's	44	53	55	40	63	29	73	18	65	28
HOWELL	012 HOWELL 7	127	129	101	154	153	95	221	32	181	74
HOWELL	013 HUTTON VALLEY	132	223	129	228	198	143	292	56	244	108
HOWELL	014 MYATT	79	119	77	122	121	67	165	28	124	74
HOWELL	015 SILOAM SPRINGS	68	83	45	106	81	67	120	29	108	42
HOWELL	016 SISSON 	173	286	193	264	281	154	384	59	326	121
HOWELL	017 SOUTH FORK	129	205	124	211	198	131	285	45	205	127
HOWELL	018 SPRING CREEK	217	303	190	329	266	223	427	75	362	154
HOWELL	019 WILLOW SPRINGS	354	550	408	495	488	365	751	114	623	273
HOWELL	020 WILLOW SPRINGS 2	305	450	297	453	422	299	635	95	513	239
HOWELL	021 ABSENTEE	433	440	474	391	554	275	759	92	614	243
IRON	001 ANNAPOLIS	137	200	114	218	160	153	240	83	265	68
IRON	002 ARCADIA CITY	337	408	287	452	425	265	606	100	566	167
IRON	004 BELLEVIEW	152	178	100	231	162	153	249	64	255	71
IRON	005 DES ARC	84	110	46	144	95	85	154	29	163	28
IRON	006 EAST END	35	74	23	85	46	60	72	35	78	32
IRON	007 GHERMANVILLE	141	138	67	212	131	134	213	57	231	48
IRON	008 HOGAN/DUNNS	35	68	41	62	53	44	70	24	81	20
IRON	009 IRONTON	339	408	287	459	421	280	595	117	576	168
IRON	010 PILOT KNOB	151	205	123	233	201	138	287	54	285	70
IRON	011 VIBURNUM	159	200	96	267	186	161	249	95	268	91
IRON	012 VULCAN	21	53	32	41	35	37	47	22	56	17
IRON	013 ABSENTEE	84	90	84	89	110	55	152	15	128	41
IRON	014 PROVISIONAL	0	2	0	2	0	1	1	0	1	0
JACKSON	B1 01 	274	128	124	274	189	193	327	62	350	50
JACKSON	B1 02	191	124	111	198	157	136	243	59	265	39
JACKSON	"B1 03,04,04A"	276	183	206	252	231	197	370	69	382	71
JACKSON	B1 05	132	134	101	167	140	112	209	48	209	56
JACKSON	"B1 06, 06B"	228	160	141	250	207	167	295	80	337	51
JACKSON	B1 06A	245	196	170	269	246	174	339	81	354	87
JACKSON	B1 07	46	36	41	41	49	29	71	9	70	12
JACKSON	B1 08	13	25	18	20	23	13	26	10	27	10
JACKSON	B1 09	274	180	190	264	246	175	355	79	398	49
JACKSON	B1 10	187	145	116	213	170	140	239	67	274	46
JACKSON	"B1 11, 11A"	134	119	105	144	143	91	191	43	207	42
JACKSON	"B1 12,13"	103	54	60	97	83	65	131	22	135	20
JACKSON	"B1 14, 16"	5	2	3	4	5	1	7	0	4	3
JACKSON	B1 18	61	26	30	60	49	39	65	21	75	6
JACKSON	B2 01	349	217	236	332	308	235	462	77	489	74
JACKSON	"B2 02, 03A"	304	260	253	309	315	223	465	73	466	88
JACKSON	B2 03	83	70	59	92	84	58	117	23	129	20
JACKSON	B2 04	281	197	197	278	245	208	370	87	399	62
JACKSON	B2 05	89	63	77	75	93	56	123	26	137	13
JACKSON	B2 06 	245	163	166	241	222	170	313	82	355	49
JACKSON	B2 07	231	130	154	209	187	161	298	53	318	41
JACKSON	B2 08 	201	176	160	213	185	162	282	70	304	62
JACKSON	B2 09  	235	200	178	259	237	181	351	71	361	68
JACKSON	B2 10 	253	211	202	263	259	176	367	74	388	72
JACKSON	B3 01 	209	188	211	185	233	142	330	54	316	76
JACKSON	B3 02 	320	265	270	308	326	227	465	94	482	93
JACKSON	B3 03 	262	186	172	275	243	180	370	68	368	71
JACKSON	B3 04	248	241	201	291	285	186	404	75	406	79
JACKSON	B3 05 	295	277	263	308	304	239	468	80	457	106
JACKSON	B3 05A	337	280	315	299	353	231	512	78	501	115
JACKSON	B3 09	91	53	68	76	77	62	121	19	127	13
JACKSON	"B3 12,13"	46	32	36	42	38	37	59	17	58	11
JACKSON	"B3 14,15"	354	307	311	348	347	280	542	100	504	124
JACKSON	B3 15A	371	308	295	380	346	299	542	112	536	106
JACKSON	B3 16	257	223	188	291	237	221	382	82	397	62
JACKSON	B4 01 	224	138	191	176	222	121	303	39	317	43
JACKSON	B4 02	202	141	187	154	212	119	279	53	282	56
JACKSON	B4 03 	143	124	159	109	147	87	208	33	223	37
JACKSON	B4 04 	256	179	176	258	220	192	355	69	370	63
JACKSON	B4 05	283	227	250	262	288	202	421	70	410	85
JACKSON	B4 06	231	148	165	208	216	141	300	56	313	63
JACKSON	B4 07 	139	89	109	121	133	82	191	26	203	22
JACKSON	B4 08 	171	141	150	166	170	129	249	53	260	54
JACKSON	B4 09 	256	143	216	186	227	151	333	60	327	70
JACKSON	B4 10 	175	90	105	162	154	109	216	49	231	36
JACKSON	B4 11 	176	129	131	176	162	130	253	43	254	52
JACKSON	B4 12 	67	72	55	82	77	60	102	34	120	18
JACKSON	B5 01 	182	97	104	175	157	107	225	42	239	40
JACKSON	B5 02 	256	145	217	182	214	151	333	46	338	58
JACKSON	B5 03 	263	202	207	259	263	183	388	65	407	60
JACKSON	B5 04 	188	146	145	188	185	123	260	56	278	51
JACKSON	"B5 05, 12"	337	228	348	222	328	203	460	89	469	96
JACKSON	B5 06 	178	160	143	194	186	134	266	56	280	56
JACKSON	B5 07 	252	225	200	279	263	194	391	75	388	82
JACKSON	B5 08 	197	140	159	180	191	124	287	37	290	49
JACKSON	B5 09  	225	156	212	164	220	142	308	57	292	84
JACKSON	B5 11 	299	237	280	250	302	195	409	95	422	100
JACKSON	B5 13  	344	283	386	243	384	216	509	95	476	147
JACKSON	B5 14 	196	160	149	206	210	136	295	54	284	66
JACKSON	B5 15 	260	201	205	259	255	181	369	78	370	86
JACKSON	B6 01 	178	116	142	152	161	112	244	38	235	55
JACKSON	B6 02 	182	132	117	201	180	127	259	49	253	61
JACKSON	B6 03 	159	161	143	175	183	120	262	40	260	56
JACKSON	B6 04 	334	188	292	218	305	161	415	62	452	51
JACKSON	"B6 05,05A "	407	434	448	392	499	298	697	103	667	164
JACKSON	"B6 06,06A"	110	63	84	90	98	64	137	34	146	27
JACKSON	B6 08	245	251	257	229	274	177	381	89	386	97
JACKSON	B6 08A	166	94	126	131	150	94	218	32	226	31
JACKSON	B6 09 	335	268	323	280	337	232	495	90	491	101
JACKSON	B6 10 	371	266	366	275	372	240	509	113	501	130
JACKSON	B6 11 	385	362	431	311	411	305	589	134	565	177
JACKSON	B6 12 	286	251	245	291	295	225	442	84	438	95
JACKSON	B7 01 	260	202	241	220	280	154	370	71	386	73
JACKSON	B7 02  	229	230	242	215	262	174	390	56	379	78
JACKSON	B7 02A	277	230	281	225	283	210	419	79	403	105
JACKSON	B7 03 	226	162	194	188	203	168	293	77	320	68
JACKSON	B7 04 	79	67	69	77	75	66	106	36	106	38
JACKSON	"B7 05, 05A"	246	175	213	205	249	150	348	57	343	68
JACKSON	B7 06	269	150	249	168	223	171	351	51	337	78
JACKSON	B7 07	232	145	200	181	208	150	294	66	337	45
JACKSON	B7 08 	312	240	283	263	301	216	445	83	450	98
JACKSON	B7 09 	245	168	222	187	239	151	321	78	325	81
JACKSON	B7 10 	276	178	227	223	255	172	369	59	379	73
JACKSON	B7 11	187	110	157	139	162	122	245	43	257	38
JACKSON	B7 12 	323	217	311	234	315	201	421	101	406	133
JACKSON	B7 13 	242	193	223	213	253	158	362	57	353	75
JACKSON	B7 14 	142	106	111	130	123	104	186	43	205	37
JACKSON	B8 01  	285	203	239	252	282	193	413	70	396	90
JACKSON	B8 02	469	360	499	330	485	294	689	104	659	160
JACKSON	B8 02A 	204	156	178	183	214	133	283	73	286	72
JACKSON	B8 03	315	240	309	244	300	234	449	89	443	105
JACKSON	B8 05 	213	157	167	201	199	143	287	63	297	71
JACKSON	B8 05A 	274	246	327	188	294	191	416	80	384	123
JACKSON	B8 06	128	73	120	83	129	63	170	23	171	31
JACKSON	B8 07	265	169	257	174	255	159	356	59	334	88
JACKSON	B8 08	267	232	263	231	296	178	411	75	399	92
JACKSON	B8 09	235	189	234	190	257	157	356	57	348	75
JACKSON	B8 09A	168	97	122	141	158	95	219	37	219	40
JACKSON	"B8 10, 10A"	135	64	135	63	111	72	152	36	171	26
JACKSON	B8 11	406	315	409	303	404	278	574	117	561	147
JACKSON	B8 12	117	102	127	89	123	91	166	45	150	65
JACKSON	"B8 12A, 12B"	224	175	226	172	238	141	322	58	309	86
JACKSON	BR 01	217	139	201	154	198	142	300	44	309	49
JACKSON	"BR 02, 02A,, 06"	152	106	125	123	136	104	204	41	210	45
JACKSON	BR 03 	169	111	131	148	157	97	229	34	243	35
JACKSON	BR 04 	337	193	251	278	293	199	413	96	454	78
JACKSON	BR 05	244	183	202	224	255	151	344	63	355	70
JACKSON	BR 07	338	253	249	331	337	226	466	98	461	119
JACKSON	BR 08 	377	266	346	292	340	265	520	101	512	127
JACKSON	BR 09	201	164	170	187	196	145	291	56	310	53
JACKSON	BR 09A	170	150	155	158	183	116	263	41	251	62
JACKSON	BR 10	187	156	164	175	192	132	277	52	274	62
JACKSON	BR 11	50	23	35	38	42	31	61	12	68	6
JACKSON	BR 12	131	76	105	99	112	82	163	32	175	28
JACKSON	BR 13	237	132	175	193	184	162	309	46	318	48
JACKSON	BR 14	338	253	254	332	310	253	469	99	494	96
JACKSON	BR 15 	303	188	249	240	285	193	406	74	396	93
JACKSON	BR 16 	182	153	165	167	186	128	267	53	269	63
JACKSON	BR 17 	208	132	176	162	199	124	280	45	271	63
JACKSON	BR 18	193	142	174	155	199	124	257	65	279	49
JACKSON	BR 19	266	221	254	234	276	188	401	71	394	91
JACKSON	BR 20	181	116	154	146	142	138	227	53	248	50
JACKSON	BR 21 	243	184	237	191	234	166	339	65	348	79
JACKSON	BR 22	262	194	233	220	247	187	363	67	370	79
JACKSON	"BR 22A, 27"	374	317	356	327	382	275	521	146	562	125
JACKSON	BR 23 	54	53	58	47	60	42	92	13	90	17
JACKSON	BR 24	240	189	222	205	240	167	340	70	354	72
JACKSON	BR 25	251	198	250	196	235	186	334	88	387	59
JACKSON	BR 26 	281	217	283	216	291	182	396	92	408	87
JACKSON	BR 28 	26	13	25	15	27	14	35	7	34	8
JACKSON	"FO 01,03"	37	21	33	24	27	28	38	15	47	10
JACKSON	"FO 01A,,02"	82	119	87	114	109	83	157	34	151	43
JACKSON	FO 04	83	53	45	91	69	63	110	22	99	27
JACKSON	FO 05	155	126	99	181	142	119	217	45	227	31
JACKSON	FO 06	120	127	89	157	115	121	199	42	199	32
JACKSON	"FO 07, 08"	194	157	163	186	191	147	300	41	275	60
JACKSON	"FO 09,10"	20	21	19	23	22	17	32	8	30	8
JACKSON	"FO 11,12,26,28"	156	202	151	207	183	157	289	51	239	96
JACKSON	"FO 17, 17A, 19, 20"	293	348	308	331	348	258	515	96	451	140
JACKSON	FO 21	91	132	85	136	113	102	183	35	145	58
JACKSON	PR 01	235	227	220	243	239	199	370	72	361	97
JACKSON	PR 02	258	182	218	218	269	151	351	67	346	86
JACKSON	PR 03	250	208	191	268	268	175	381	63	361	95
JACKSON	PR 04	209	197	219	186	236	145	324	66	301	102
JACKSON	PR 05	406	316	393	330	437	255	607	90	564	156
JACKSON	PR 06 	205	143	186	161	214	121	279	56	276	64
JACKSON	PR 07	392	340	397	330	410	274	599	100	561	164
JACKSON	PR 08	256	184	284	153	275	140	373	56	358	80
JACKSON	PR 08 A	344	276	334	287	388	196	498	102	476	142
JACKSON	PR 08B	347	345	411	280	425	219	569	92	521	159
JACKSON	PR 09	170	166	196	138	213	104	289	26	254	78
JACKSON	"PR 11,12"	508	348	565	292	519	291	680	141	626	226
JACKSON	PR 13	377	273	397	247	367	256	528	101	504	138
JACKSON	PR 13A	431	323	506	235	454	259	592	137	556	195
JACKSON	PR 14	95	58	114	38	98	43	118	29	132	22
JACKSON	PR 15	160	71	168	58	118	94	160	55	188	42
JACKSON	PR 16	90	34	95	27	75	38	88	24	102	16
JACKSON	PR 17	282	246	272	252	293	194	431	71	433	93
JACKSON	"PR 19, 20"	656	518	805	359	695	431	945	195	888	268
JACKSON	PR 20A	298	250	390	157	341	185	452	79	376	168
JACKSON	PR 20B	388	316	478	219	398	258	580	93	504	188
JACKSON	PR 20C	445	389	555	274	539	257	713	88	629	199
JACKSON	PR 21	415	323	381	345	434	260	608	106	565	162
JACKSON	PR 22	352	291	404	236	396	211	519	100	470	168
JACKSON	PR 23	234	202	224	208	243	161	348	65	337	95
JACKSON	"PR 24, 24B, 25A, 68"	340	315	396	253	386	236	531	92	488	160
JACKSON	PR 24A	679	607	786	496	770	454	1042	196	991	275
JACKSON	PR 24C	147	109	145	110	157	87	210	36	193	60
JACKSON	PR 25	542	404	578	363	549	345	767	144	745	190
JACKSON	"PR 26,27,28"	410	238	408	237	362	251	512	108	451	195
JACKSON	PR 30 	377	269	408	236	368	250	511	113	425	218
JACKSON	PR 30A	540	390	632	291	578	298	810	84	698	218
JACKSON	PR 30B	331	273	383	219	322	250	487	91	448	147
